-0.040776107	0.34190747	0.08377368	-0.237769	-0.1889694	0.088437825	-0.33588687	-0.25993982	-0.2171364	-0.05167214	-0.08049436	-0.22566721	-0.19854018	-0.19941933	-0.06680255	-0.2519478
0.111377925	0.44961658	-0.043201935	-0.3639715	-0.06591252	0.08945412	-0.17577675	-0.42127925	0.022379467	-0.04229351	-0.34293848	-0.34793943	-0.3608155	-0.19581246	-0.06625137	-0.15355419
0.23759922	0.12865198	0.1694238	-0.47618967	0.0022203778	-0.07569169	0.003556205	-0.016467297	-0.08373312	-0.03769023	-0.32212886	0.16538525	-0.3461095	-0.3744656	-0.2002404	-0.18452539
-0.007934851	0.11853584	-0.16164213	-0.020932937	-0.27829903	-0.15591064	-0.1477777	-0.23754103	-0.083558634	-0.11262549	-0.047191154	-0.11852916	-0.13086745	-0.19477625	-0.29876357	-0.03596056
0.16741173	0.2675612	0.18179883	-0.105978005	-0.063888304	-0.31124094	-0.040739536	0.14704636	0.1900894	-0.4133064	-0.2154111	0.21288793	-0.19897118	-0.26677263	-0.33335078	0.19963701
0.34714428	-0.36891252	0.4086104	-0.5285349	0.3377172	-0.07318878	0.22614765	0.287399	-0.078150645	-0.035805132	-0.37204784	0.41001076	-0.3222216	-0.47600192	-0.1885998	-0.29613844
0.06488701	0.31510264	-0.16412301	-0.23044702	-0.16072291	0.14163415	-0.10291181	-0.305176	-0.13718668	0.104677804	-0.24156086	-0.33700734	-0.31992957	-0.16408138	-0.100055456	-0.20292443
-0.049900178	0.26311755	0.10183687	-0.22277418	-0.09907885	-0.007930859	-0.16811511	-0.17102078	-0.15157813	-0.06341913	-0.11148133	-0.10490454	-0.16015178	-0.12740475	-0.10523083	-0.27528653
-0.1730169	-0.36603624	0.17533515	0.15063226	-0.32724702	-0.37635097	-0.32419446	0.16678652	-0.29114625	-0.41301277	0.22975595	0.34917828	0.20424883	-0.09773067	-0.32437158	-0.19122311
-0.09555499	0.044485364	-0.019217126	-0.036904912	-0.27681816	-0.061793096	-0.18978906	-0.051092904	-0.1955972	-0.03895236	0.05229463	0.084306225	-0.12799448	-0.18904474	-0.22848944	-0.16559786
-0.15897092	-0.09136027	-0.32963258	-0.27488652	-0.38502672	0.3900581	-0.12728478	-0.47857928	-0.4490911	0.3154405	-0.08252717	-0.32898414	-0.2806833	-0.13201542	-0.057759453	-0.42801356
-0.10584461	0.25955287	0.031244239	-0.019167963	-0.14171042	-0.13224714	-0.2516219	-0.17107165	-0.07123648	-0.22492288	-0.0012604963	-0.09687024	-0.08579214	-0.058356494	-0.06901994	-0.0792227
-0.32128087	0.00818552	-0.18983991	0.4969152	-0.41516662	-0.511157	-0.23732491	0.13429847	0.0012460325	-0.4457731	0.25305757	0.16845645	0.15854922	-0.15315448	-0.45090795	0.28766003
-0.0036206297	0.31849536	-0.28182864	-0.05838304	-0.356014	0.02184634	-0.06678324	-0.37859458	-0.023090046	0.015104553	-0.19974467	-0.33551097	-0.24083889	-0.1480706	-0.24844791	-0.014354191
0.015660444	0.4632839	-0.18860345	0.12598895	-0.107112296	-0.22111396	-0.05087864	-0.26116425	0.3009205	-0.330151	-0.20806132	-0.3413749	-0.23045644	0.056509063	-0.1570493	0.3128135
-0.09710036	0.4130729	-0.19198227	0.16288812	-0.26957658	-0.27209976	-0.20413928	-0.28705683	0.18103242	-0.3931267	-0.043057434	-0.23171675	-0.11557125	-0.031709448	-0.24879383	0.21278778
-0.017218431	0.31337762	-0.09197707	0.07255734	-0.21364227	-0.20636053	-0.057548255	-0.1417996	0.108083	-0.3306745	-0.09479607	-0.07016213	-0.1579148	-0.12388413	-0.28545013	0.20357528
0.109584734	0.36296287	-0.18464653	-0.12633763	-0.11918261	-0.13345765	-0.044059273	-0.24944045	0.18001272	-0.10664935	-0.27968854	-0.21814258	-0.251915	-0.15880781	-0.20674005	0.06881121
0.41810045	-0.5151537	0.29145283	-0.5241449	0.2622192	-0.16625187	0.38344422	0.35271266	0.08745835	0.14334781	-0.47494188	0.40863723	-0.43826425	-0.43872595	-0.40491888	-0.07072247
-0.083609566	0.23199081	-0.39292702	0.20300174	-0.45962626	-0.08257756	-0.07002618	-0.36138606	0.032149486	-0.026967492	-0.041853633	-0.3089335	-0.21347955	-0.07126858	-0.3194609	0.116024256
0.06500215	0.12884247	-0.12247672	0.03166922	-0.30012587	-0.17611657	-0.038540214	-0.075955145	-0.06393509	-0.09581687	-0.09741421	-0.041261327	-0.2623228	-0.23327923	-0.37314236	0.06473015
0.08091955	-0.19571443	0.41523558	-0.34139073	0.10676479	-0.11501206	-0.113902345	0.15517797	-0.18875033	-0.17722265	-0.07676295	0.35612744	-0.043747526	-0.26430205	-0.10240745	-0.30461493
-0.3523428	0.39288878	0.11945358	-0.21751466	0.0928486	0.16217937	-0.37355065	-0.36286938	-0.14008552	-0.30360362	-0.07744555	-0.37159815	-0.012400313	0.26355267	0.17479485	-0.18481073
0.037429504	0.10508276	0.007811832	-0.30541745	0.010433367	0.13824248	-0.1361544	-0.21532297	-0.1935559	0.12746428	-0.18414667	-0.18556207	-0.15205704	-0.13522296	0.01861405	-0.21348017
0.04664763	0.21739534	0.113068804	-0.2047288	0.06606028	-0.15982968	-0.16870199	-0.057128906	0.040138833	-0.1727542	-0.12604123	-0.046685282	-0.1163436	-0.15501873	-0.023512824	-0.014304827
-0.03507539	0.031456593	-0.00092229934	0.0077083614	-0.22641811	-0.28752697	-0.08582058	0.0935007	-0.04620723	-0.23232228	-0.03534722	0.1732234	-0.024516137	-0.21957323	-0.2809796	0.025295952
-0.071933694	0.36303008	-0.17084967	0.137186	-0.16131209	-0.23636591	-0.14448152	-0.11330826	0.21376926	-0.3871881	-0.013493051	-0.11516783	-0.17891683	-0.09829328	-0.21006072	0.16536278
-0.39341727	0.49115485	0.47059155	-0.4424458	0.3851823	0.42436668	-0.4339534	-0.41448906	-0.30174837	-0.41780916	0.18366504	-0.5232868	0.31462845	0.44518596	0.41275245	-0.46070716
0.06345809	0.3128944	0.14037938	-0.06713166	-0.03736853	-0.27201208	-0.0792753	0.070797935	0.19637035	-0.34651566	-0.17071949	0.16320294	-0.18603688	-0.21459703	-0.26728305	0.07614641
0.030630538	0.32663393	-0.00019574231	-0.14543036	-0.073845886	-0.09471812	-0.17198087	-0.1949051	0.048753027	-0.22765279	-0.15806353	-0.1448382	-0.20479089	-0.14600143	-0.10429736	-0.02748587
-0.1693253	0.07058144	0.002456483	0.10696875	-0.24272916	-0.18420139	-0.16890036	0.036747098	-0.076306485	-0.28776795	0.15728188	0.15286347	0.067427024	-0.033955496	-0.18817237	-0.037564665
